Record_#,Drug_Name,DrugBank_ID,Molecular_Weight,LogP,Hydrogen_Bond_Donors,Hydrogen_Bond_Acceptors,TPSA,Rotatable_Bonds,Drug_Class,Target_Protein_UniProt,Current_Use,Repurposed_Use,Repurposed_Category
292,Doxycycline,DB00254,444.44,-0.35,6,9,181.62,2,Anti-Bacterial Agents,P0A7V8; P0A7X3,Acne Vulgaris,"actinomycosis; acute gonococcal cervicitis; acute gonococcal endometritis; acute gonococcal epididymo-orchitis; acute gonococcal urethritis; anthrax disease; bartonella infections; boutonneuse fever; brill-zinsser disease; bronchitis; brucellosis; chancroids; chlamydia infections; chlamydia trachomatis infection of genital structure; cholera; cutaneous anthrax; endemic flea-borne typhus; gonococcal infection disseminated; gastrointestinal anthrax; gonorrhea; gonorrhea of pharynx; gonorrhea of rectum; granuloma inguinale; infection of skin and/or subcutaneous tissue; inhalational anthrax; listeriosis; lymphogranuloma venereum; mycoplasma pneumonia; pharyngitis; pneumonia, bacterial; psittacosis; q fever; q fever endocarditis; relapsing fever; rickettsia infections; rickettsialpox; rocky mountain spotted fever; scrub typhus; sinusitis; syphilis; typhus; trachoma; tularemia; typhus, epidemic louse-borne; yaws; non-gonococcal urethritis (ngu)",Ear/Nose/Throat
293,Dronedarone,DB04855,556.77,7.05,1,6,88.85,18,Anti-Arrhythmia Agents,O00305; O60840; O95069; P08588; P08913; P18089; P18825; P25100; P35348; P35368; P35498; P54284; Q01668; Q02641; Q08289; Q12809; Q13698; Q13936,Paroxysmal atrial fibrillation,,Others
294,Drostanolone,DB00858,304.47,4.21,1,2,37.3,0,,P10275,Allergic Conjunctivitis,"anemia, diamond-blackfan; aplastic anemia; corneal ulcer; corneal abrasion; cyclitis; herpes zoster keratitis; hypoplastic anemia; iridocyclitis; iritis; punctate keratopathy; rosacea; uveitis",Infection
295,Droxidopa,DB06262,213.19,-0.46,5,5,124.01,3,Antiparkinson Agents,P00439; P07550; P08588; P08913; P13945; P18089; P18825; P25100; P35348; P35368,Parkinson Disease,,Others
296,Dutasteride,DB01126,528.54,6.58,2,2,58.2,2,,P18405; P31213,Prostatic Hypertrophy,,Others
297,Dyclonine,DB00645,289.42,3.92,0,3,29.54,8,"Anesthetics, Local",Q9Y5Y9,Mouth irritation,pruritus; skin irritation,Skin
298,Dyphylline,DB00651,254.25,-2.21,2,5,102.28,3,Phosphodiesterase Inhibitors,P27815; P29274; P30542; Q07343; Q08493; Q08499; Q13946; Q9NP56,Asthma,"asthma night-time symptoms; asthma-chronic obstructive pulmonary disease overlap syndrome; bronchial spasm; bronchitis, chronic; pulmonary emphysema",Respiratory
299,EPT1647,DB04931,1646.87,-4.1,23,21,642.98,50,,Q01726,Erythropoietic Protoporphyria,,Others
300,Edetic Acid,DB00974,292.24,-2.07,4,6,155.68,11,Anticoagulants,,Accidental poisoning by lead and its compounds and fumes,hypercalcemia,Others
301,Edoxaban,DB09075,548.07,1.29,3,8,136.63,5,,,Embolism,pulmonary embolism,Respiratory
302,Efavirenz,DB00625,315.68,4.07,1,2,38.33,0,Anti-HIV Agents,,HIV Infections,,Others
303,Efinaconazole,DB09040,348.4,2.48,1,4,54.18,5,,,Onychomycosis,onychomycosis due to trichophyton mentagrophytes; onychomycosis of toenails,Others
304,Eflornithine,DB06243,182.17,-0.23,3,3,89.34,5,,,African Trypanosomiasis,,Others
305,Efonidipine,DB09235,631.67,7.3,1,9,120.24,10,,,Hypertensive disease,,Others
306,Eletriptan,DB00216,382.53,3.82,1,3,53.17,6,Serotonin Antagonists,P08908; P28221; P28222; P28566; P30939; P34969; P41595,Migraine Disorders,,Others
307,Eliglustat,DB09039,404.55,4.27,2,5,74.52,11,,,Gaucher Disease,,Others
308,Eltrombopag,DB06210,442.48,4.56,3,6,114.59,5,Thrombopoietic Agents,P40238,Chronic idiopathic thrombocytopenic purpura,,Others
309,Eluxadoline,DB09272,569.66,4.16,4,6,164.63,11,,,Diarrhoea predominant irritable bowel syndrome,irritable bowel syndrome with diarrhea,Stomach
310,Elvitegravir,DB09101,447.89,4.28,2,4,88.76,7,,,HIV Infections,,Others
311,Empagliflozin,DB09038,450.92,1.61,4,7,108.61,6,,,"Diabetes Mellitus, Non-Insulin-Dependent",,Others
312,Emtricitabine,DB00879,247.25,-0.46,2,6,90.37,2,,,HIV Infections,,Others
313,Enalapril,DB00584,376.45,1.6,2,5,95.94,9,Angiotensin-Converting Enzyme Inhibitors,P12821,Asymptomatic left ventricular systolic dysfunction,congestive heart failure; hypertensive disease,Heart
314,Encainide,DB01228,352.48,4.36,1,3,41.57,6,Anti-Arrhythmia Agents,Q14524,Premature ventricular contractions,,Others
315,Enoxacin,DB00467,320.32,0.66,2,5,87.46,3,,P11388; P43700; P43702,Acute gonococcal cervicitis,acute gonococcal urethritis; gonorrhea; gonorrhea of pharynx; gonorrhea of rectum; urinary tract infection,Urinary
316,Entacapone,DB00494,305.29,1.78,2,6,127.7,5,Enzyme Inhibitors,P21964,Parkinson Disease,,Others
317,Entecavir,DB00442,277.28,-0.83,4,6,130.05,2,,,"Hepatitis B, Chronic",,Others
318,Enviomycin,DB08993,685.7,-3.56,17,13,412.29,10,,,"Tuberculosis, Pulmonary",,Others
319,Enzalutamide,DB08899,464.44,3.99,1,4,76.44,3,Antineoplastic Agents,P10275,Malignant neoplasm of prostate,,Others
320,Ephedrine,DB01364,165.24,1.33,2,2,32.26,3,,P22303; P23975; P35348; Q05940,Allergic Conjunctivitis,"allergic rhinitis (disorder); bronchial spasm; bronchitis; common cold; hay fever; headache disorders; hypotension; influenza-like symptoms; nasal congestion (finding); rhinitis; rhinitis, vasomotor; rhinorrhea; sinus headache; sneezing",Pain
321,Epinephrine,DB00668,183.21,0.35,4,4,72.72,3,Vasoconstrictor Agents,P00439; P01375; P07550; P08588; P08913; P13945; P18089; P18825; P25100; P35348; P35368,Asthma,"asthma attack; bronchiectasis; bronchitis; dyspnea; exacerbation of asthma; glaucoma, open-angle; hypotension; pulmonary emphysema; wheezing; anaphylaxis",Respiratory
322,Epirubicin,DB00445,543.53,0.0,6,12,206.07,5,"Antibiotics, Antineoplastic",O14646; P11388,Breast Carcinoma,,Others
323,Eplerenone,DB00700,414.5,3.12,0,6,82.2,1,Mineralocorticoid Receptor Antagonists,P08235,Hypertensive disease,,Others
324,Epoprostenol,DB01240,352.47,3.41,3,4,86.99,10,Platelet Aggregation Inhibitors,P43119; Q16647; Q9H244,Allergic rhinitis (disorder),common cold; coughing; nasal congestion (finding); pulmonary hypertension; pulmonary arterial hypertension; rhinitis; rhinorrhea,Respiratory
325,Eprosartan,DB00876,424.52,4.74,2,4,92.42,10,,P30556,Hypertensive disease,,Others
326,Ergocalciferol,DB00153,396.66,7.64,1,1,20.23,5,Bone Density Conservation Agents,P11473,Hypocalcemia,"hypoparathyroidism; osteomalacia; osteoporosis; osteoporosis, postmenopausal; rickets; vitamin d deficiency; vitamin d-resistant rickets, x-linked; vitamin d-dependent rickets; vitamin deficiency",Bone
327,Ergonovine,DB01253,325.41,1.53,3,3,68.36,3,Oxytocics,P35348,Postpartum Hemorrhage,,Others
328,Ergotamine,DB00696,581.67,1.99,3,6,118.21,4,,P08908; P08913; P14416; P18089; P23975; P25100; P28221; P28222; P28223; P28335; P30939; P35348; P35368,Cluster Headache,migraine disorders; vascular headaches,Pain
329,Eribulin,DB08871,729.91,3.44,2,12,146.39,4,Microtubule Inhibitors,,Carcinoma breast stage IV,liposarcoma,Others
330,Erlotinib,DB00530,393.44,3.41,1,7,74.73,10,Protein Kinase Inhibitors,O75469; P00533,Adenocarcinoma of pancreas,non-small cell lung carcinoma,Cancer
331,Ertapenem,DB00303,475.52,0.94,5,7,156.27,7,Anti-Bacterial Agents,P02918; P02919; P08506; P0AD65; P0AD68; P24228; P44469; P45059,Abdominal Abscess,"acute bacterial peritonitis; diabetic foot infection; female genital tract infection; haemophilus influenzae pneumonia; intraabdominal infections; miscarriage with sepsis; moraxella catarrhalis pneumonia; pyelonephritis e coli; peptostreptococcus infection; pneumonia, bacterial; streptococcal pneumonia",Infection
332,Erythromycin,DB00199,733.94,1.79,5,14,193.91,7,Gastrointestinal Agents,P60725; P61177,Acne Vulgaris,"acute bacterial sinusitis; acute gonococcal cervicitis; acute gonococcal endometritis; acute gonococcal urethritis; acute otitis media; arthropathy associated with infection; bacterial sepsis; chlamydial cervicitis; chlamydial pneumonia; chlamydial urethritis; cholangitis; diphtheria; erythrasma; gonorrhea; gonorrhea of rectum; hepatic coma; inclusion conjunctivitis; infection of bone; infection of skin and/or subcutaneous tissue; infective otitis media; intraabdominal infections; legionnaires' disease; listeriosis; meningitis; mycoplasma pneumonia; neonatal pneumonia; ophthalmia neonatorum; pertussis; pneumococcal pharyngitis; pneumonia, bacterial; staphylococcus aureus infection; streptococcal pneumonia; streptococcus pyogenes infection; syphilis; urinary tract infection; non-gonococcal urethritis (ngu)",Ear/Nose/Throat
333,Esmolol,DB00187,295.38,1.53,2,5,67.79,9,,P08588,Atrial Fibrillation,perioperative hypertension; supraventricular tachycardia,Heart
334,Esomeprazole,DB00736,345.42,2.9,1,5,77.1,5,Proton Pump Inhibitors,P20648,Erosive esophagitis,gastroesophageal reflux disease; peptic esophagitis; peptic ulcer; zollinger-ellison syndrome,Stomach
335,Estradiol,DB00783,272.39,3.61,2,2,40.46,0,Estrogens,O75469; P03372; Q92731,Acne Vulgaris,atrophic vaginitis; atrophy of vulva; carcinoma breast stage iv; female hypogonadism syndrome; hot flushes; metastatic prostate carcinoma; premenstrual dysphoric disorder; urethral atrophy,Cancer
336,Estramustine,DB01196,440.41,5.18,1,3,49.77,5,"Antineoplastic Agents, Hormonal",P03372; P11137; P78559; Q92731,Prostatic Neoplasms,,Others
337,Estrone,DB00655,270.37,3.82,1,2,37.3,0,Estrogens,P03372,Acne Vulgaris,atrophic vaginitis; chemotherapy-induced nausea and vomiting,Others
338,Estropipate,DB04574,350.44,3.29,1,4,80.67,2,Contraceptive Agents,P03372; Q92731,Atrophic Vaginitis,,Others
339,Eszopiclone,DB00402,388.82,1.57,0,7,91.76,2,Hypnotics and Sedatives,P14867; P30536; P31644; P34903; P47869,Sleeplessness,,Others
340,Ethacrynic acid,DB00903,303.14,3.61,1,3,63.6,6,Enzyme Inhibitors,P05023; Q13621,Edema,,Others
341,Ethambutol,DB00330,204.31,-0.29,4,4,64.52,9,Antitubercular Agents,,Acute tuberculosis,"tuberculosis, pulmonary",Infection
342,Ethchlorvynol,DB00189,144.6,1.51,1,1,20.23,2,Hypnotics and Sedatives,,Sleeplessness,,Others
343,Ethinyl Estradiol,DB00977,296.41,3.61,2,2,40.46,0,Estrogens,O75469; P03372,Acne Vulgaris,atrophic vaginitis; atrophy of vulva; hot flushes; premenstrual dysphoric disorder,Reproductive
344,Ethionamide,DB00609,166.25,1.28,1,2,38.91,2,Antitubercular Agents,,Acute tuberculosis,"tuberculosis, pulmonary",Infection
345,Ethosuximide,DB00593,141.17,0.45,1,2,46.17,1,Anticonvulsants,O43497,Absence Epilepsy,,Others
346,Ethotoin,DB00754,204.23,1.3,1,2,49.41,2,Anticonvulsants,Q14524,Epilepsy characterized by intractable complex partial seizures,tonic-clonic epilepsy,Brain
347,Ethyl loflazepate,DB01545,360.77,3.2,1,4,67.76,3,,,Anxiety,depressive disorder,Others
348,Etidronic acid,DB01077,206.03,-0.99,5,3,135.29,2,Bone Density Conservation Agents,P38606; Q13332,Heterotopic Ossification,humoral hypercalcemia of malignancy (disorder); osteitis deformans,Others
349,Etizolam,DB09166,342.86,4.2,0,4,43.07,2,,,Anxiety,,Others
350,Etodolac,DB00749,287.36,3.38,2,2,62.32,4,"Anti-Inflammatory Agents, Non-Steroidal",P19793; P23219; P35354,Degenerative polyarthritis,pain; rheumatoid arthritis,Arthritis
351,Etofenamate,DB08984,369.34,3.61,2,5,67.79,8,,,Degenerative polyarthritis,,Others
352,Etoposide,DB00773,588.56,1.34,3,13,160.83,5,"Antineoplastic Agents, Phytogenic",P11388; Q02880,Small cell carcinoma of lung,,Others
353,Etravirine,DB06414,435.29,4.72,2,7,120.64,4,Reverse Transcriptase Inhibitors,,HIV Infections,,Others
354,Everolimus,DB01590,958.24,6.2,3,14,204.66,9,Immunosuppressive Agents,P42345,Angiomyolipoma of kidney,breast carcinoma; hormone receptor positive malignant neoplasm of breast; renal cell carcinoma; tuberous sclerosis,Cancer
355,Ezetimibe,DB00973,409.43,4.89,2,3,60.77,6,Cholesterol Absorption Inhibitors,P15144; P35610; Q9UHC9,Familial hypercholesterolemia - heterozygous,"familial hypercholesterolemia - homozygous; hypercholesterolemia; hyperlipidemia; hyperlipidemia, familial combined; sitosterolemia",Metabolic
356,Famciclovir,DB00426,321.34,0.54,1,8,122.22,7,Antiviral Agents,P04293,Herpes zoster disease,recurrent genital herpes simplex; recurrent herpes simplex labialis,Infection
357,Famotidine,DB00927,337.46,-0.77,4,6,175.83,7,Anti-Ulcer Agents,P25021,Duodenal Ulcer,dyspepsia; erosive esophagitis; gastric ulcer; gastroesophageal reflux disease; heartburn; peptic esophagitis; zollinger-ellison syndrome,Stomach
358,Febuxostat,DB04854,316.38,3.72,1,5,83.21,5,,,Hyperuricemia,,Others
359,Fenoldopam,DB00800,305.76,2.73,4,4,72.72,1,Antihypertensive Agents,P08913; P18089; P18825; P21728; P21918; P25100; P35348; P35368,Hypertensive urgency,malignant essential hypertension,Heart
360,Fenoprofen,DB00573,242.27,3.67,1,2,46.53,4,"Anti-Inflammatory Agents, Non-Steroidal",P23219; P35354,Degenerative polyarthritis,pain; rheumatoid arthritis,Arthritis
361,Fesoterodine,DB06702,411.59,5.38,1,4,49.77,10,Muscarinic Antagonists,P08172; P08173; P08912; P11229; P20309,Bladder muscle dysfunction - overactive,increased frequency of micturition; urge incontinence; urgency of micturition,Others
362,Fexofenadine,DB00950,501.67,5.51,3,4,81.0,10,Anti-Allergic Agents,P35367,Allergic Conjunctivitis,allergic rhinitis (disorder); chronic idiopathic urticaria; hay fever; sneezing,Others
363,Fidaxomicin,DB08874,1058.05,6.23,7,18,266.66,13,Antibiotics,Q18BX5,Clostridium Infections,"clostridium difficile infection; enterocolitis, pseudomembranous",Infection
364,Fimasartan,DB09279,501.66,4.22,1,6,92.59,9,,,Hypertensive disease,,Others
365,Finafloxacin,DB09047,398.39,1.22,2,6,107.59,3,,,Acute otitis externa,,Others
366,Finasteride,DB01216,372.55,3.81,2,2,58.2,1,5-alpha Reductase Inhibitors,P18405; P31213; P51857,"Alopecia, Male Pattern",prostatic hypertrophy,Others
367,Fingolimod,DB08868,307.48,3.2,3,3,66.48,12,,Q9H228,"Multiple Sclerosis, Relapsing-Remitting",,Others
368,Flecainide,DB01195,414.35,3.44,2,4,59.59,7,Anti-Arrhythmia Agents,P35499; Q14524,Paroxysmal atrial fibrillation,paroxysmal atrial flutter,Others
369,Flibanserin,DB04908,390.41,3.17,1,3,44.27,4,,P08908; P21917; P28223,Hypoactive Sexual Desire Disorder,,Others
370,Floctafenine,DB08976,406.36,3.51,3,6,91.68,6,,,Acute onset pain,,Others
371,Floxuridine,DB00322,246.19,-1.68,3,5,104.55,2,Antineoplastic Agents,P04818,Malignant neoplasm of liver,primary malignant neoplasm of gastrointestinal tract,Cancer
372,Fluconazole,DB00196,306.28,0.74,1,5,81.65,5,Antifungal Agents,P10613,Candidemia,"candidiasis of the esophagus; candidiasis, vulvovaginal; meningitis, cryptococcal; mucocutaneous candidiasis; oral candidiasis; oropharyngeal candidiasis; septicemia candida; systemic candidiasis",Skin
373,Fludrocortisone,DB00687,380.46,1.87,3,5,94.83,2,Anti-Inflammatory Agents,P04150; P08235; P10275,Addison Disease,adrenogenital disorder,Others
374,Flunisolide,DB00180,434.5,2.27,2,6,93.06,2,,P04150,Allergic rhinitis (disorder),asthma,Respiratory
375,Fluocinolone Acetonide,DB00591,452.49,2.37,2,6,93.06,2,Anti-Inflammatory Agents,P04150,Chloasma,"choroiditis; chronic small plaque psoriasis; contact dermatitis; dermatitis, atopic; exanthema; granuloma annulare; lichen simplex chronicus; lupus erythematosus, discoid; lymphoma, t-cell, cutaneous; pruritus ani; pruritus of genital organs; scalp psoriasis; scurfiness of scalp; seborrheic dermatitis",Skin
376,Fluocinonide,DB01047,494.53,2.94,1,7,99.13,3,Anti-Allergic Agents,P04150; Q99835,Chronic small plaque psoriasis,"contact dermatitis; exanthema; granuloma annulare; inflammatory dermatosis; lichen simplex chronicus; lupus erythematosus, discoid; lymphoma, t-cell, cutaneous; pruritus ani; pruritus of genital organs; scalp psoriasis; seborrheic dermatitis",Skin
377,Fluorometholone,DB00324,376.47,2.92,2,4,74.6,1,Anti-Allergic Agents,P04150,Allergic Conjunctivitis,corneal ulcer; corneal abrasion; cyclitis; herpes zoster keratitis; iridocyclitis; iritis; punctate keratopathy; rosacea; uveitis,Infection
378,Fluorouracil,DB00544,130.08,-0.8,2,2,65.72,0,Immunosuppressive Agents,P04818,Actinic keratosis,adenocarcinoma of pancreas; carcinoma breast stage iv; malignant neoplasm of stomach; malignant tumor of colon; metastasis from malignant tumor of colon; superficial basal cell carcinoma,Cancer
379,Fluoxymesterone,DB01185,336.45,3.33,2,3,57.53,0,Anabolic Agents,P03372; P04150; P10275; P16471,Cryptorchidism,deficiency of testosterone biosynthesis; delayed puberty; generalized myotonia of thomsen; hormone receptor positive malignant neoplasm of breast; klinefelter syndrome; noonan syndrome; testicular hypogonadism,Cancer
380,Flupentixol,DB00875,436.54,4.22,1,4,26.71,5,Antipsychotic Agents,P11229; P14416; P21728; P28223; P35348,Schizophrenia,,Others
381,Fluphenazine,DB00623,437.53,4.31,1,5,29.95,6,Antipsychotic Agents,P14416; P21728; P62158,Psychotic Disorders,schizophrenia,Mental Health
382,Flurandrenolide,DB00846,436.52,2.5,2,6,93.06,2,Anti-Inflammatory Agents,P04150,Chronic small plaque psoriasis,"contact dermatitis; dermatitis, atopic; exanthema; granuloma annulare; lichen simplex chronicus; lupus erythematosus, discoid; lymphoma, t-cell, cutaneous; pruritus ani; pruritus of genital organs; scalp psoriasis; seborrheic dermatitis",Skin
383,Fluspirilene,DB04842,475.58,5.31,1,3,35.58,7,Antipsychotic Agents,P14416; P28223; Q06432,Schizophrenia,,Others
384,Flutamide,DB00499,276.21,3.21,1,3,72.24,3,"Antineoplastic Agents, Hormonal",P10275; P35869,Prostatic Neoplasms,,Others
385,Fluticasone Propionate,DB00588,500.58,4.43,1,6,80.67,4,,P04150; P06401; P08235; P47712,Allergic asthma,"allergic rhinitis (disorder); chronic small plaque psoriasis; contact dermatitis; dermatitis, atopic; exanthema; granuloma annulare; intrinsic asthma; lichen simplex chronicus; lupus erythematosus, discoid; lymphoma, t-cell, cutaneous; pruritus ani; pruritus of genital organs; pulmonary emphysema; scalp psoriasis; seborrheic dermatitis",Skin
386,Fluticasone furoate,DB08906,538.58,4.93,1,7,93.81,4,Corticosteroids,P04150,Allergic rhinitis (disorder),asthma,Respiratory
387,Fluvastatin,DB01095,411.47,4.63,3,3,82.69,8,Hydroxymethylglutaryl-CoA Reductase Inhibitors,P04035,Arteriosclerosis,"familial hypercholesterolemia - heterozygous; hypercholesterolemia; hyperlipidemia, familial combined",Metabolic
388,Folic Acid,DB00158,441.4,-0.04,6,9,213.28,9,Hematinics,P14207; P41439,Breastfeeding (mother),folic acid deficiency; iron deficiency anemia; megaloblastic anemia due to folate deficiency; mineral deficiency; vitamin deficiency,Blood
389,Fomepizole,DB01213,82.11,0.72,1,1,28.68,0,Antidotes,P00325; P00326; P04040; P07327,Accidental poisoning by methyl alcohol,ethylene glycol poisoning (disorder),Others
390,Formestane,DB08905,302.41,3.97,1,3,54.37,0,Antineoplastic Agents,,Malignant epithelial neoplasm of female breast,,Others
